3
4224 -23 5416 137 203 241 135 162 252 20 120 1 4.000000
4685 289 5866 137 203 241 135 162 252 20 120 1 4.000000
8763 221 5684 237 144 98 81 29 25 0 564 1 2.333333
9256 227 5464 188 91 78 246 150 56 0 497 1 2.955555
2788 378 4090 255 156 49 250 166 3 0 253 1 1.044444
3934 233 9299 254 127 2 129 151 91 20 586 1 2.533333
3187 656 9191 184 136 98 237 167 45 20 542 1 2.288889
4763 187 5546 241 177 77 195 144 84 0 320 0 1.622222
2195 190 6232 50 118 167 2 155 253 111 1074 0 3.466667
2170 350 5219 67 152 181 2 155 253 133 808 0 2.600000
2408 408 7317 55 120 167 2 155 253 20 675 1 2.066667
2147 389 8358 54 118 163 2 155 253 20 675 0 3.466667
2140 412 9271 43 118 167 2 155 253 20 675 0 3.466667
3193 466 7153 96 138 169 2 155 253 20 896 0 3.466667
2757 379 7247 108 144 169 3 168 254 20 896 0 3.466667
6449 212 7334 71 169 122 54 113 50 20 320 1 2.733333
5556 155 5606 229 189 105 79 159 189 0 143 1 4.000000
9740 145 5719 70 121 128 0 129 184 0 298 1 2.844445
4743 286 5238 255 214 49 250 189 3 0 386 1 3.622222
8881 415 5699 120 83 50 229 112 67 0 453 0 1.955556
7706 173 6716 68 116 147 102 167 241 288 830 1 3.711111
8782 135 7240 179 125 214 67 201 67 0 231 1 3.355556
6466 184 7183 71 128 169 50 107 113 20 187 1 4.000000
4948 0 5984 23 171 248 68 109 245 20 231 0 2.288889
8745 436 7066 189 125 214 67 201 67 0 298 1 3.355556
8992 183 7192 125 133 214 67 139 201 0 253 0 4.000000
8491 43 7205 125 133 214 67 139 201 0 165 0 2.600000
6829 452 7187 51 251 131 49 202 193 20 143 0 4.000000
6735 291 7699 71 169 122 54 113 50 20 298 1 4.000000
7734 169 7088 74 156 209 105 179 255 0 320 1 2.466667
7854 166 6466 74 156 209 102 167 241 200 320 1 2.022222
2821 468 8903 0 93 199 17 175 215 20 364 1 4.000000
7350 281 8737 206 146 51 120 32 1 0 586 1 4.000000
8313 220 8777 206 146 51 120 32 1 0 564 1 4.000000
6967 119 9005 83 221 242 45 63 84 0 165 0 3.844445
7434 62 9028 19 223 254 156 202 254 0 231 0 2.866667
8444 90 9008 19 223 254 4 101 211 0 231 0 2.866667
7809 96 9233 66 230 255 104 149 200 0 342 0 2.866667
7348 291 8948 19 212 254 178 210 247 0 298 1 2.600000
7248 175 9259 19 212 254 4 211 82 0 298 1 1.177778
8942 70 7138 152 164 253 85 177 255 133 253 0 4.000000
8801 74 6167 125 133 214 67 139 201 0 276 0 4.000000
9911 87 5651 125 133 214 67 139 201 0 187 1 4.000000
9175 108 5675 125 133 214 67 139 201 0 231 0 4.000000
9611 106 7778 125 133 214 67 139 201 0 320 0 4.000000
10171 162 8047 125 133 214 67 139 201 0 231 0 2.600000
9643 279 8334 235 179 146 193 83 53 266 630 1 3.066667
9554 328 8127 206 146 51 124 34 6 0 542 1 1.844444
9606 390 7674 125 133 214 67 139 201 0 253 0 2.422222
9688 509 7895 206 146 51 124 34 6 0 409 1 2.488889
10279 113 8303 125 133 214 177 207 221 0 209 0 3.622222
10294 176 8137 125 133 214 177 207 221 0 231 0 3.622222
10247 390 8042 125 133 214 177 207 221 0 320 0 0.311111
10734 158 5977 106 144 161 50 127 163 0 475 0 1.111111
10637 198 5370 203 142 24 246 150 56 0 386 1 4.000000
10779 145 5545 53 36 99 246 150 56 0 342 1 2.422222
10780 112 5923 79 116 106 62 45 105 0 475 0 1.333333
11612 193 5023 99 80 36 246 150 56 0 475 1 4.000000
11329 153 5267 70 52 90 136 71 33 0 298 1 2.266667
10119 74 7530 125 133 214 23 26 28 0 386 0 2.600000
9869 229 7772 129 125 214 82 52 96 0 231 0 2.600000
9964 382 7874 125 133 214 96 64 117 0 231 0 1.288889
11698 120 5166 154 140 255 168 118 235 0 320 0 4.000000
10491 43 5439 91 76 158 37 37 62 0 475 1 2.555556
10783 80 6079 103 98 150 144 199 247 0 453 0 2.400000
11095 162 5315 64 49 119 80 50 99 0 143 1 2.977778
11300 220 5308 99 80 67 246 150 56 0 519 1 1.533333
11131 90 8920 148 125 214 255 71 218 0 298 0 2.977778
11232 203 9114 159 121 236 177 207 221 0 475 1 0.866667
14654 271 6934 202 186 195 217 211 199 20 409 1 2.044445
14694 234 7633 175 0 102 110 88 46 20 386 1 2.044445
7016 181 9719 101 142 151 30 38 31 0 697 0 2.711111
8310 90 9927 99 125 131 168 225 234 0 519 1 0.488889
12482 526 4097 250 189 3 213 107 14 222 785 0 1.577778
12284 587 5330 230 140 80 76 47 34 133 608 1 3.533333
3527 448 7240 81 171 255 63 110 245 0 276 1 3.600000
14937 472 8578 188 154 250 2 2 3 66 475 1 4.000000
14533 521 9220 137 82 248 239 146 150 266 364 1 1.200000
14090 439 9514 199 177 55 236 161 16 0 409 1 2.288889
14043 529 9501 204 114 35 196 105 24 111 320 1 1.911111
14039 136 9488 204 98 35 175 58 17 200 342 0 1.222222
12457 387 8276 117 14 14 166 87 74 133 298 0 3.244444
12171 476 7929 117 14 14 166 87 74 133 298 0 3.244444
12140 435 6574 214 100 100 81 49 49 133 298 1 3.244444
14528 490 5383 117 14 14 166 87 74 133 453 0 3.244444
15028 436 8071 242 154 95 217 117 36 22 431 1 2.288889
15019 607 8033 204 63 35 196 105 24 111 320 1 1.911111
13304 256 5254 151 68 228 245 118 118 133 519 0 3.177778
15040 423 6559 199 177 55 236 161 16 0 364 1 3.600000
13728 455 9926 188 154 250 2 2 3 66 564 1 4.000000
13266 -151 9190 44 33 72 95 68 105 177 763 0 4.000000
12963 445 7251 117 55 243 199 134 249 177 763 0 2.688889
13279 260 9234 91 46 193 41 30 30 133 497 0 1.600000
14124 621 5087 204 78 35 196 105 24 111 564 0 1.911111
12190 176 7278 147 104 243 186 120 243 177 586 0 0.311111
13301 328 5264 183 85 245 142 107 242 266 475 0 3.511111
14124 180 5106 204 66 35 175 58 17 200 342 0 1.222222
11910 255 7280 244 168 223 241 161 159 288 519 1 1.488889
12089 304 6456 120 23 23 166 87 74 133 386 1 3.244444
11574 325 7257 87 22 175 240 112 112 133 453 1 2.155555
12089 319 8052 117 14 14 235 111 98 133 298 1 1.600000
12345 340 8282 76 23 174 235 111 98 0 276 1 1.155556
12340 389 10344 103 61 51 224 128 34 244 697 1 1.844444
12392 559 10358 240 131 65 52 17 0 0 874 1 2.333333
14930 658 7275 160 158 173 196 184 205 0 231 0 3.644444
14003 331 7281 252 20 156 66 33 103 177 453 1 1.044444
14646 425 7555 252 20 156 66 33 103 244 497 1 0.977778
14618 505 6982 252 20 156 66 33 103 244 542 1 1.044444
12437 405 7293 254 175 221 66 33 103 244 675 1 2.377778
13295 146 8444 182 124 241 167 126 241 288 386 0 2.022222
13300 418 9240 132 93 214 142 107 242 266 497 0 3.511111
12599 448 5694 39 44 154 103 53 45 200 298 0 2.444444
12699 395 5665 103 31 201 236 99 105 244 320 1 1.200000
12651 268 6333 103 31 201 236 99 105 244 320 0 0.511111
12733 223 5647 103 31 201 236 99 105 244 320 0 0.444444
12694 415 8865 103 31 201 236 99 105 244 320 1 2.088889
13111 288 10178 98 83 166 7 6 9 66 475 1 4.000000
12552 348 8261 103 31 201 236 99 105 244 320 1 0.355556
12558 417 6260 117 14 14 166 87 74 133 298 0 2.266667
13302 134 6143 176 33 229 29 31 40 200 409 0 2.311111
13289 385 6123 84 68 181 152 96 244 466 542 0 2.066667
13270 263 8423 133 133 244 29 31 40 200 564 0 1.533333
11048 262 6558 193 88 77 248 169 92 244 475 1 3.577778
11598 238 8657 229 126 103 167 119 87 355 453 1 2.288889
838 373 7518 0 56 160 57 108 255 20 453 1 4.000000
781 357 6846 81 181 252 81 126 255 155 497 1 3.466667
6542 173 4505 255 212 96 250 166 3 177 431 0 1.644444
5620 223 4279 254 213 91 250 166 3 0 431 1 2.000000
5274 229 9818 254 142 43 154 180 11 20 475 1 2.777778
4176 295 10402 254 127 2 154 180 11 20 431 1 2.777778
3463 288 10462 250 149 59 180 138 11 20 542 1 2.777778
3795 166 8633 255 149 46 169 185 81 20 519 1 2.777778
3621 205 8451 254 127 2 154 180 11 20 519 1 2.777778
4472 181 7710 254 127 2 154 180 11 20 608 1 2.777778
4255 218 6660 255 159 65 154 180 11 20 519 1 3.844445
3806 220 5788 255 161 69 183 171 91 88 519 1 2.400000
4411 175 6557 255 162 72 193 171 112 20 519 1 2.400000
3648 50 5615 253 163 103 255 182 77 20 187 1 0.733333
3195 629 5255 255 169 93 180 138 11 20 963 1 2.688889
3261 595 5105 254 135 29 180 130 11 20 652 1 2.955555
7977 184 5720 253 159 38 63 39 1 0 497 1 4.000000
8782 130 5638 255 169 57 254 167 103 0 542 1 2.088889
9368 145 5414 188 91 78 246 150 56 0 231 1 2.644444
3340 328 3982 255 156 49 250 166 3 0 276 1 1.333333
3932 386 3968 255 156 49 250 166 3 0 320 1 1.755556
4478 474 3961 255 156 49 250 166 3 0 431 1 1.755556
8258 209 4647 255 174 114 69 39 34 133 542 1 2.488889
8836 253 4329 255 149 96 77 41 39 355 475 1 3.000000
9423 245 4262 254 143 104 173 81 50 133 386 1 3.000000
10008 203 4133 255 182 110 40 21 20 0 497 0 3.511111
11230 210 4001 255 182 110 40 21 20 0 586 1 4.000000
11858 309 3963 254 146 103 40 21 20 0 652 1 3.933333
8261 145 4541 254 122 15 254 158 20 0 364 1 3.000000
8821 156 4577 255 162 93 123 82 53 0 475 1 2.333333
10038 129 4131 254 122 15 254 158 20 0 364 1 3.000000
11255 152 3894 254 122 15 254 158 20 0 364 1 3.000000
11891 233 3876 254 122 15 254 158 20 0 364 1 3.355556
6598 166 4421 255 156 49 250 166 3 0 431 1 1.755556
5694 305 4180 255 156 49 250 166 3 0 431 1 1.755556
10094 271 9789 252 168 100 104 79 73 0 253 1 3.800000
11093 259 10529 248 127 99 63 38 28 44 364 1 1.511111
5543 305 6958 164 240 249 88 90 77 20 719 1 2.733333
5260 309 6461 164 240 249 88 90 77 20 719 1 1.711111
10158 143 6430 164 240 249 88 90 77 20 719 1 1.222222
9733 186 7054 164 240 249 88 90 77 20 719 1 1.511111
10048 110 6719 164 240 249 88 90 77 20 564 1 1.222222
5315 56 6745 164 240 249 88 90 77 0 364 1 1.711111
6889 318 9303 101 142 151 124 147 130 0 941 1 0.688889
8452 -21 9403 101 142 151 124 147 130 0 941 1 4.000000
7090 453 10214 99 125 131 185 235 225 0 785 0 0.600000
8049 -53 10149 99 125 131 185 235 225 0 785 1 1.377778
7293 88 10275 99 125 131 185 235 225 0 320 1 0.688889
3441 255 10290 250 149 59 180 134 11 20 630 1 0.800000
3250 265 9344 181 126 81 237 167 45 20 586 1 2.288889
11685 218 5846 193 88 77 248 169 92 244 453 1 3.577778
10947 267 7706 193 88 77 167 119 87 377 519 1 2.844445
11195 313 10362 255 184 136 63 38 28 244 630 1 2.955555
14535 418 9220 188 154 250 2 2 3 66 409 1 3.222222
13122 507 10151 137 82 248 183 126 238 244 386 1 1.200000
14948 607 8556 137 82 248 239 146 150 288 431 1 1.200000
13699 349 9858 178 135 255 2 2 3 66 431 1 4.000000
14986 333 8018 204 63 35 196 105 24 111 276 1 1.400000
15034 617 6541 204 63 35 196 105 24 111 320 1 1.911111
15018 319 6541 204 63 35 196 105 24 111 231 1 1.733333
14995 631 6001 137 82 248 239 146 150 288 431 1 1.200000
14958 539 5996 188 154 250 2 2 3 66 475 1 4.000000
13698 358 4720 178 135 255 2 2 3 66 497 1 4.000000
13072 452 4353 178 135 255 2 2 3 66 497 1 4.000000
13142 503 4214 137 82 248 132 67 231 244 475 1 1.200000
13779 528 4550 137 82 248 205 146 239 244 475 1 1.200000
14639 354 5285 137 82 248 185 130 241 244 475 1 1.200000
12250 621 5101 254 167 73 252 150 69 133 630 1 4.000000
12266 112 5094 254 167 73 236 158 47 177 298 1 0.755556
12337 202 4274 254 167 73 236 140 47 177 298 1 0.755556
3351 323 4087 254 223 99 250 166 3 111 276 0 1.711111
3890 351 4028 254 223 99 250 166 3 111 276 0 1.488889
4442 348 4106 254 223 99 250 166 3 111 276 0 1.177778
4963 377 4145 254 223 99 250 166 3 111 276 0 1.177778
2818 366 4137 254 223 99 250 166 3 111 276 0 1.711111
7936 161 5917 253 139 38 158 121 68 0 586 1 2.733333
6633 206 5517 183 117 46 206 135 0 0 475 1 2.555556
11764 428 7303 117 14 14 166 87 74 133 431 0 3.244444
12475 480 6277 39 44 154 105 54 49 200 298 0 3.200000
12506 395 5629 103 31 201 236 99 105 177 298 1 1.466667
12717 195 8829 144 119 236 231 136 136 200 320 1 1.244444
12559 180 8211 144 119 236 229 131 131 200 320 1 1.244444
12248 152 7783 144 119 236 242 106 106 200 320 1 1.244444
12374 416 6213 117 14 14 166 87 74 110 187 1 1.622222
10790 211 4701 153 85 245 215 107 242 399 453 0 0.155556
10980 276 9692 153 85 245 215 107 242 399 453 0 0.155556
10314 52 7933 125 133 214 67 139 201 0 320 0 1.755556
11051 217 5712 79 116 106 62 45 105 0 564 0 1.466667
12245 578 9056 240 131 65 255 152 52 0 874 1 2.333333
2671 392 8875 0 93 199 17 175 215 20 453 1 4.000000
2787 461 8212 0 93 199 17 175 215 20 542 1 4.000000
1714 382 9819 43 118 167 2 155 253 20 386 1 3.466667
1660 535 9924 0 163 199 17 175 215 20 342 1 1.977778
2306 478 10259 0 163 199 17 175 215 20 342 1 1.977778
2976 488 6259 0 93 199 17 175 215 20 364 1 4.000000
2361 390 10197 43 118 167 2 155 253 20 586 1 3.466667
2835 410 6277 0 93 199 17 175 215 20 364 1 4.000000
3274 420 6597 0 93 199 17 175 215 20 364 1 4.000000
422 617 8556 0 163 199 17 175 215 20 586 1 1.977778
2763 427 5622 0 93 199 17 175 215 20 564 1 4.000000
485 610 8467 0 93 199 17 175 215 20 519 1 2.133333
4141 174 7598 60 153 249 70 194 225 20 298 1 2.066667
3658 30 6222 0 93 199 17 175 215 20 364 1 4.000000
11618 226 7768 117 14 14 231 35 145 133 298 1 1.533333
3968 -258 7374 0 93 199 17 175 215 20 652 1 1.355556
11747 23 6238 117 14 14 231 35 145 66 386 1 2.000000
3765 -12 7829 60 153 249 70 194 225 20 386 1 4.000000
12283 49 6050 117 14 14 231 35 145 66 941 1 0.666667
11321 175 7644 117 14 14 231 35 145 66 298 1 1.355556
3199 -90 6055 117 180 252 47 212 254 20 519 1 1.577778
1584 544 6816 0 138 246 20 112 251 111 519 1 1.955556
2352 259 4478 0 121 199 9 152 200 20 409 1 2.933333
1644 470 4641 0 121 199 9 152 200 20 386 1 2.933333
2278 518 4242 0 121 199 9 152 200 20 409 1 2.933333
1528 500 7666 0 138 246 20 112 251 111 431 1 4.000000
3960 -766 11738 59 250 216 11 178 180 20 1184 1 4.000000
2979 480 10228 202 109 9 181 184 2 20 364 1 2.155555
3425 -190 11213 59 250 207 11 178 180 20 409 1 4.000000
3434 -107 11134 59 250 220 11 178 180 20 409 1 4.000000
8854 181 4642 255 162 93 123 81 53 0 409 1 1.355556
4052 -443 11378 59 250 203 11 178 180 20 409 1 4.000000
9229 205 5207 188 91 78 246 150 56 0 364 1 2.955555
10088 59 4424 255 162 93 123 76 53 0 409 1 1.355556
9448 160 4440 255 162 93 123 77 53 0 409 1 1.355556
10025 264 4186 255 182 110 40 21 20 0 497 0 3.511111
10105 243 9699 252 168 100 104 79 73 0 497 1 3.800000
4815 278 5099 255 214 49 250 189 3 0 453 1 3.622222
4236 -283 11668 59 250 203 11 178 180 20 697 1 4.000000
4259 -210 11668 59 250 203 11 178 180 20 697 1 4.000000
4290 -193 11669 59 250 203 11 178 180 20 697 1 4.000000
4308 -217 11675 59 250 203 11 178 180 20 697 1 4.000000
7360 128 7489 239 219 253 242 223 249 0 276 1 1.600000
6591 173 7346 51 251 131 49 202 193 20 320 1 1.822222
6724 247 7207 51 251 131 49 202 193 20 231 1 1.822222
6770 147 7092 51 251 131 49 202 193 20 231 1 1.822222
7106 238 6274 112 251 148 126 173 187 0 143 1 3.955555
6356 -23 7024 125 133 214 67 139 201 0 143 0 2.488889
7254 -18 6945 125 214 129 74 231 151 0 143 0 2.488889
6719 77 5837 125 133 214 67 139 201 0 231 0 4.000000
4884 68 5943 23 171 248 68 109 245 20 143 0 4.000000
4294 89 8938 36 169 254 46 103 249 20 231 1 2.644444
4004 46 9035 36 254 190 46 103 249 20 253 1 4.000000
3793 37 9064 36 254 190 46 103 249 20 165 1 2.644444
11520 46 9195 150 125 214 255 71 214 0 298 0 2.977778
9626 39 5542 125 133 214 82 67 201 0 231 0 4.000000
8709 156 7401 184 175 188 159 212 246 0 231 1 3.266667
491 640 7257 0 56 160 106 195 252 20 453 1 4.000000
4098 176 7649 60 153 249 70 194 225 20 298 1 0.000000
